Lot Frontage,Lot Shape,Land Slope,Overall Qual,Overall Cond,Year Built,Exter Qual,Exter Cond,Bsmt Qual,Bsmt Cond,Bsmt Exposure,BsmtFin Type 1,BsmtFin Type 2,Heating QC,Electrical,Gr Liv Area,Bsmt Full Bath,Bsmt Half Bath,Full Bath,Half Bath,Bedroom AbvGr,Kitchen AbvGr,Kitchen Qual,TotRms AbvGrd,Functional,Fireplaces,Fireplace Qu,Garage Cars,Paved Drive,Pool QC,Mo Sold,SalePrice,Misc Feature_Shed,Alley_Pave,Garage Type_2Types,Garage Type_Attchd,Garage Type_Basment,Garage Type_BuiltIn,Garage Type_Detchd,Mas Vnr Type_BrkFace,Mas Vnr Type_Stone,MS Zoning_C,MS Zoning_FV,MS Zoning_RL,MS Zoning_RM,Land Contour_Bnk,Land Contour_HLS,Land Contour_Lvl,Lot Config_Corner,Lot Config_CulDSac,Lot Config_FR2,Lot Config_Inside,Neighborhood_Blmngtn,Neighborhood_BrDale,Neighborhood_BrkSide,Neighborhood_ClearCr,Neighborhood_CollgCr,Neighborhood_Crawfor,Neighborhood_Edwards,Neighborhood_Gilbert,Neighborhood_IDOTRR,Neighborhood_MeadowV,Neighborhood_Mitchel,Neighborhood_NWAmes,Neighborhood_Names,Neighborhood_NoRidge,Neighborhood_NridgHt,Neighborhood_OldTown,Neighborhood_SWISU,Neighborhood_Sawyer,Neighborhood_SawyerW,Neighborhood_Somerst,Neighborhood_StoneBr,Neighborhood_Timber,Condition 1_Artery,Condition 1_Feedr,Condition 1_Norm,Condition 1_PosN,Condition 1_RRAe,Condition 1_RRAn,Condition 2_Norm,Bldg Type_1Fam,Bldg Type_2FmCon,Bldg Type_TwnhsE,Bldg Type_TwnhsI,House Style_1.5Fin,House Style_1Story,House Style_2Story,House Style_SFoyer,House Style_SLvl,Roof Style_Gable,Roof Style_Hip,Roof Matl_CompShg,Foundation_BrkTil,Foundation_CBlock,Foundation_PConc,Foundation_Slab,Heating_GasA,Heating_GasW,Central Air_Y,Sale Type_COD,Sale Type_New,Sale Type_WD,MS SubClass_20,MS SubClass_30,MS SubClass_60,MS SubClass_70,MS SubClass_85,MS SubClass_120,MS SubClass_160,ExtAsbShng,ExtBrkFace,ExtCemntBd,ExtHdBoard,ExtPlywood,ExtStucco,ExtVinylSd,ExtWd Sdng,ExtWdShing,Garage QualCond,Combined Sale Type_Con,Foundation_Other
83.0,0,0,7,5,1998,1,0,2.0,0.0,0,0.0,0.0,4,1.0,2385,0.0,0.0,2,1,4,1,3.0,8,1,1,3,3.0,1.0,0,5,252000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
53.0,0,0,7,5,1941,0,1,0.0,0.0,0,1.0,0.0,3,1.0,1646,0.0,0.0,2,0,4,1,2.0,7,1,2,4,1.0,1.0,0,8,164000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
64.0,0,0,7,5,2007,1,0,2.0,0.0,0,0.0,0.0,4,1.0,1456,0.0,0.0,2,1,3,1,3.0,7,1,0,0,2.0,1.0,0,7,177594,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
52.0,0,0,5,7,1936,0,0,0.0,-0.25,0,1.0,0.0,3,1.0,1040,0.0,0.0,1,0,2,1,2.0,5,1,0,0,2.0,0.5,0,5,123900,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
86.0,1,0,6,6,1918,0,0,2.0,0.0,0,1.0,0.0,2,0.5,2624,1.0,0.0,2,1,4,1,2.0,10,1,1,4,3.0,0.0,0,11,239000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
85.0,0,0,5,5,1965,0,0,0.0,0.0,0,1.0,0.0,2,1.0,1264,1.0,0.0,1,0,2,1,2.0,7,1,1,3,2.0,1.0,0,6,169000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
43.25,0,0,7,5,2003,1,0,2.0,0.0,3,0.0,0.0,4,1.0,1557,0.0,0.0,2,0,2,1,3.0,7,1,1,3,2.0,1.0,0,10,234000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
72.0,0,0,6,7,1977,0,0,2.0,0.0,2,3.0,0.5,2,1.0,1287,1.0,0.0,1,1,2,1,2.0,5,1,2,2,2.0,1.0,0,11,173000,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
90.39245283018867,1,0,6,7,1970,0,0,0.0,0.0,0,2.0,0.0,4,1.0,1004,1.0,0.0,1,0,2,1,2.0,5,1,1,3,2.0,1.0,0,3,149000,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
81.0,0,0,7,5,2007,1,0,2.0,0.0,1,0.0,0.0,4,1.0,1162,0.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,3,170000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
90.0,1,0,7,5,2008,1,0,4.0,0.0,0,0.0,0.0,4,1.0,1436,0.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,10,225000,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
94.0,0,0,5,8,1963,0,1,0.0,0.0,0,3.0,0.0,4,1.0,960,1.0,0.0,1,0,3,1,3.0,6,1,0,0,1.0,1.0,0,5,144900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
60.0,1,0,5,6,1968,0,0,2.0,0.0,3,2.0,0.0,2,1.0,1196,1.0,0.0,1,0,3,1,2.0,6,1,0,0,1.0,1.0,0,6,144000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
43.0,0,0,8,5,2004,1,0,2.0,0.0,0,3.0,0.0,4,1.0,1269,0.0,0.0,2,0,2,1,3.0,6,1,1,3,2.0,1.0,0,4,192000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
60.0,0,0,5,8,1952,1,0,0.0,0.0,0,3.0,0.0,3,1.0,1031,1.0,0.0,1,0,2,1,3.0,5,1,0,0,1.0,1.0,0,3,145500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
60.0,0,0,4,8,1900,0,1,-0.25,-0.25,0,0.0,0.0,4,1.0,720,0.0,0.0,1,0,1,1,1.0,5,1,0,0,1.0,1.0,0,3,86900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0
128.0,0,0,6,4,1953,0,0,0.0,0.0,0,1.0,0.0,4,1.0,1505,1.0,0.0,1,0,2,1,2.0,6,1,1,3,2.0,1.0,0,2,149500,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
50.0,0,0,5,7,1938,0,1,-0.25,-0.25,0,0.0,0.0,4,1.0,954,0.0,0.0,1,0,2,1,1.0,5,1,1,4,1.0,1.0,0,6,119750,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.0,0,0
68.0,0,0,6,5,2005,0,0,2.0,0.0,0,0.0,0.0,4,1.0,1500,0.0,0.0,2,1,3,1,3.0,6,1,0,0,2.0,1.0,0,8,173900,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
88.79245283018868,1,0,5,6,1961,0,0,0.0,0.0,0,1.0,0.0,2,1.0,1050,1.0,0.0,1,0,3,1,2.0,6,1,0,0,1.0,1.0,0,1,136500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
68.0,1,0,8,5,1994,1,0,2.0,0.0,0,0.0,0.0,4,1.0,2687,0.0,0.0,2,1,4,1,3.0,9,1,0,0,2.0,1.0,0,12,270000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0.0,0,0
110.9,0,0,6,7,1960,0,0,2.0,0.0,3,1.0,2.0,3,1.0,1252,1.0,0.0,1,0,1,1,2.0,4,1,1,4,2.0,1.0,0,3,235000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
62.0,0,0,7,5,1999,0,0,2.0,0.0,0,0.0,0.0,4,1.0,1430,0.0,0.0,2,1,3,1,2.0,7,1,1,3,2.0,1.0,0,3,156000,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
60.0,0,0,5,5,2003,0,0,2.0,0.0,0,3.0,0.0,4,1.0,1114,1.0,0.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,6,153000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
85.07692307692307,0,0,6,5,1999,0,0,4.0,0.0,0,3.0,0.0,4,1.0,1224,1.0,0.0,2,0,2,1,2.0,5,1,0,0,2.0,1.0,0,6,165000,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
77.0,1,0,9,5,2005,1,0,2.0,1.0,0,0.0,0.0,4,1.0,2504,0.0,0.0,2,1,4,1,4.5,11,1,1,4,3.0,1.0,0,6,325000,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
79.0,1,0,5,5,1941,0,0,0.0,-0.25,0,0.5,0.0,4,1.0,1355,0.0,0.0,2,0,3,1,2.0,5,1,0,0,2.0,1.0,0,10,140000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
120.0,0,0,6,6,1963,0,0,0.0,0.0,0,1.0,0.0,1,1.0,2294,0.0,0.0,3,0,5,1,2.0,9,1,1,4,2.0,1.0,0,4,202500,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
65.0,0,0,9,5,2008,2,0,4.0,0.0,0,3.0,0.0,4,1.0,1702,1.0,0.0,1,1,1,1,4.5,7,1,1,4,3.0,1.0,0,10,367294,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,1,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.0,0,0
85.0,0,0,6,5,1988,1,0,2.0,0.0,2,3.0,0.0,4,1.0,1509,1.0,0.0,2,0,3,1,3.0,5,1,1,2,2.0,1.0,0,8,175000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
60.0,1,0,7,5,1915,0,0,0.0,1.0,0,2.0,0.0,3,1.0,1717,1.0,0.0,1,0,3,1,3.0,7,1,1,4,3.0,1.0,0,2,140000,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
42.0,0,0,7,7,1985,0,0,2.0,0.0,0,2.0,1.0,3,1.0,1240,0.0,1.0,2,0,3,1,3.0,6,1,0,0,2.0,1.0,0,7,174000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
59.0,1,0,7,5,2005,1,0,2.0,0.0,3,3.0,0.0,4,1.0,1166,1.0,0.0,2,0,2,1,3.0,5,1,0,0,2.0,1.0,0,7,190000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
90.0,0,0,5,8,1910,1,0,0.0,0.0,0,0.0,0.0,4,1.0,1464,0.0,0.0,2,0,3,1,2.0,7,1,0,0,0.0,0.0,0,3,129000,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0.25,0,0
70.39245283018869,0,0,6,7,1959,0,1,0.0,0.0,1,2.0,0.0,3,1.0,1652,1.0,0.0,1,1,3,1,3.0,6,1,1,4,2.0,1.0,0,7,200000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
100.0,0,0,6,6,1968,0,1,2.0,0.0,0,1.0,0.0,2,1.0,2142,0.0,0.0,2,1,4,1,3.0,8,1,1,4,1.0,1.0,0,6,193500,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0.0,0,0
75.0,0,0,6,7,1964,0,0,2.0,0.0,0,1.0,0.0,4,1.0,1092,1.0,0.0,1,0,3,1,2.0,6,1,0,0,2.0,1.0,0,7,145000,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0.0,0,0
81.0,1,0,7,7,1929,1,1,0.0,0.0,0,2.0,0.0,4,0.5,1671,0.0,0.0,2,0,4,1,2.0,7,1,1,4,2.0,1.0,0,2,218000,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
80.0,0,0,5,6,1952,0,0,-0.5,-0.5,0,-0.5,-0.5,3,1.0,1488,0.0,0.0,1,0,3,1,2.0,7,1,1,5,2.0,1.0,0,4,135000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,1
89.0,0,0,5,6,1952,0,1,0.0,0.0,1,0.5,0.0,4,1.0,1624,1.0,0.0,1,0,2,1,2.0,6,0,1,4,1.0,1.0,0,7,146500,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
61.0,1,0,6,5,2005,1,0,2.0,0.0,2,2.0,0.0,4,1.0,1362,0.0,0.0,2,0,2,1,3.0,6,1,1,4,2.0,1.0,0,6,194700,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0.0,0,0
62.0,0,0,7,5,2007,1,0,2.0,0.0,0,3.0,0.0,4,1.0,1218,1.0,0.0,2,0,2,1,3.0,6,1,0,0,2.0,1.0,0,4,230348,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0.0,0,0
51.0,0,0,6,5,1923,0,0,-0.25,-0.25,0,2.0,0.0,2,1.0,1068,1.0,0.0,1,0,2,1,2.0,5,1,1,4,1.0,1.0,0,3,109500,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
69.0,1,1,6,6,1979,0,0,2.0,0.0,3,3.0,0.0,2,1.0,1625,0.0,1.0,2,0,3,1,1.0,6,1,1,3,2.0,1.0,0,9,242500,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.0,0,0
44.0,1,0,7,7,1987,1,1,2.0,1.0,0,3.0,1.0,3,1.0,1767,1.0,0.0,2,0,2,1,3.0,5,1,1,3,2.0,1.0,0,6,239000,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0.0,0,0
70.0,0,0,6,8,1954,0,1,0.0,0.0,0,2.0,0.0,4,1.0,1050,1.0,0.0,1,0,3,1,3.0,6,1,0,0,1.0,1.0,0,6,156000,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0.0,0,0
77.0,1,0,4,6,1957,0,0,0.0,0.0,0,1.0,0.0,4,1.0,907,0.0,0.0,1,0,3,1,2.0,5,1,0,0,1.0,1.0,0,7,109008,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0
